,DBScan,ourKMeans,bisectingKmeans,kMeansPP,fcm
davies_bouldin_score,2.3493846369159472,2.1921704767654835,2.058152551869664,2.118394694231437,2.6671488572360484
adjusted_rand_score,0.5183893834408687,0.21348290146598006,0.4141777636840813,0.4010127592413501,0.382619837135734
completeness_score,0.36524809246436607,0.2474848354069042,0.26550273079864734,0.32278329344606727,0.2836828962773513
purity_score,0.8804597701149425,0.9425287356321839,0.9172413793103448,0.9218390804597701,0.8850574712643678
