1100,0,0,0,3,0,8,0,26,6
0,629,329,99,1,20,1,7,16,41
0,16,1090,0,0,0,0,38,0,0
0,9,1,943,0,0,0,0,0,102
2,11,10,0,820,6,248,0,0,47
0,0,0,141,0,903,5,0,1,5
1,0,1,1,0,15,954,0,81,3
0,146,316,19,0,2,0,590,5,64
38,0,1,26,0,208,0,9,741,32
0,58,16,396,63,107,12,0,2,401
