1029,5,6,1,12,3,87,0,0,0
0,654,333,132,1,0,23,0,0,0
0,16,1128,0,0,0,0,0,0,0
0,42,1,1010,2,0,0,0,0,0
0,16,1,3,1063,0,61,0,0,0
0,0,0,337,0,627,91,0,0,0
0,0,0,2,3,1,1050,0,0,0
0,159,907,64,1,6,5,0,0,0
253,7,140,88,0,550,17,0,0,0
5,105,8,731,200,1,5,0,0,0
