,DBScan,ourKMeans,bisectingKmeans,kMeansPP,fcm
davies_bouldin_score,2.513288778856106,1.6113649821111011,3.0368107644479156,1.6384378166958182,1.9552785491121019
adjusted_rand_score,-0.029093118486011992,2.0385151265279815e-05,0.012210175600436747,0.006527260274531384,-0.04589310439329334
completeness_score,0.03264161556055508,0.04468812755599733,0.042935847887214294,0.044036708300516585,0.05347043659831088
purity_score,0.7607182343065395,0.7607182343065395,0.7632160845174235,0.7607182343065395,0.7607182343065395
