,DBScan,ourKMeans,bisectingKmeans,kMeansPP,fcm
davies_bouldin_score,1.5760595560599806,1.2917661930068147,1.9662764316931192,1.2695359864487261,1.7694996210891383
adjusted_rand_score,0.5166911171699865,0.5157135865848768,0.40335931461173813,0.5316080987260517,0.2628249272847722
completeness_score,0.7384313308121067,0.6977557812451426,0.5905033084916552,0.6985828182113528,0.5419845932298536
purity_score,0.7236171761280932,0.6553857350800583,0.6456513828238719,0.7063318777292577,0.3714519650655022
